id,scan_result_id,severity,title,description,rule_id,file_path,line_start,line_end,recommendation
c0c135c3-28e8-45c1-ac0a-d75ce2b04587,ca1e9dfa-c728-4b0d-a4a6-bd4ee8e6ceed,high,SQL Injection detectado en parametro de busqueda,Left over no first join talk month poor want.,semgrep.CWE-089,src/Controllers/NotificationController.cs,17,17,Usar consultas parametrizadas con Entity Framework o Dapper.
8c2a14c1-e4fc-4487-a683-c61798096082,ca1e9dfa-c728-4b0d-a4a6-bd4ee8e6ceed,low,API Key generica expuesta en codigo fuente,Forget enough buy particularly receive involve city leg vote.,gitleaks.generic-api-key,src/Config/SearchConfig.cs,288,294,Externalizar la API Key a variables de entorno o un vault.
8cf353d9-bedd-47a3-aa39-bb5ab8cc39f9,60f5d0b5-dc7b-460c-afc0-bcc2e40baf3f,critical,Cross-Site Scripting (XSS) en renderizado de input de usuario,Capital middle information sense article me short share prove important argue.,semgrep.CWE-079,src/Views/AuthView.cshtml,48,60,Sanitizar y escapar el input antes de renderizarlo.
a5573d13-f432-4bb9-aecb-f819ceee2ed5,60f5d0b5-dc7b-460c-afc0-bcc2e40baf3f,high,Credencial hardcodeada en codigo fuente,Majority east serve morning energy question seven cover seven not outside run leg people inside call.,semgrep.CWE-798,src/Repositories/ReportRepository.cs,136,137,Eliminar la credencial del codigo y usar un gestor de secretos.
90dc4fec-5a82-4ecf-b7e1-be27dbcbc32e,db6320f7-197a-42a9-b15f-481107109976,critical,Metodo demasiado largo (>100 lineas),Himself five adult minute cost statement article else just edge through Democrat unit.,sonar.long-method,src/Services/AuthService.cs,283,292,Dividir el metodo en unidades mas pequenas y cohesivas.
0f8b5f6d-d7f1-4847-840c-c1d956b3d3dc,5370e8ef-ae4a-41c6-a3b1-e343bec8e885,info,Dependencia con vulnerabilidad conocida (paquete desactualizado),Break whatever down similar one strong tree common something open southern modern research.,trivy.CVE-2024-1234,src/Scan.csproj,286,293,Actualizar el paquete a la ultima version parcheada.
cfe20070-55e1-4cd3-a1c4-b4dd13c721a0,5d2b5628-0181-42e1-a1da-7d7fed468a9d,high,Bloque de codigo duplicado detectado,Very I inside drive Republican standard toward director contain drop fine assume million.,sonar.duplicate-code,src/Helpers/SearchHelper.cs,162,174,Extraer la logica comun a un metodo/clase compartida.
82640da2-ca68-4bc5-8eae-7e0a527c1fcc,5d2b5628-0181-42e1-a1da-7d7fed468a9d,low,Convencion de nombres no respetada,Baby only line believe red else yes evening what benefit.,sonar.naming-convention,src/Models/ReportModel.cs,109,124,Renombrar siguiendo la convencion PascalCase del proyecto.
773e8f2b-58c5-43e4-b60a-09a1f1ef1ad4,46dc0739-22fd-4984-a851-4f5fa2673534,high,Dependencia con vulnerabilidad conocida (paquete desactualizado),Green how its particular door occur charge election safe.,trivy.CVE-2024-1234,src/Report.csproj,113,117,Actualizar el paquete a la ultima version parcheada.
cc2099b4-5b96-48ab-aee6-7f519fc97a48,2cede1c2-40a8-47d4-9c27-d3bbd2de813b,high,Bloque de codigo duplicado detectado,Worry character beautiful spend out American magazine those item thousand remember.,sonar.duplicate-code,src/Helpers/PaymentHelper.cs,217,219,Extraer la logica comun a un metodo/clase compartida.
19c5636f-3636-42bf-8186-1e576e7509b1,2cede1c2-40a8-47d4-9c27-d3bbd2de813b,medium,Convencion de nombres no respetada,Final represent produce start ever participant even agreement lose movement common way state beyond.,sonar.naming-convention,src/Models/ScanModel.cs,284,284,Renombrar siguiendo la convencion PascalCase del proyecto.
1a459953-7fa9-4cb0-b868-454926c3d823,6628f32c-22c7-4424-b0fb-77aefc81bfdd,medium,Credencial hardcodeada en codigo fuente,Commercial become story number that surface ball minute ok conference.,semgrep.CWE-798,src/Repositories/PaymentRepository.cs,260,263,Eliminar la credencial del codigo y usar un gestor de secretos.
45bfae4a-ac99-4453-aee1-e7bd370c59d8,6628f32c-22c7-4424-b0fb-77aefc81bfdd,medium,Cross-Site Scripting (XSS) en renderizado de input de usuario,Former from pull lawyer throughout foot step professional these stuff you kitchen different apply.,semgrep.CWE-079,src/Views/UserView.cshtml,79,90,Sanitizar y escapar el input antes de renderizarlo.
abcd07ec-8e63-4209-84e2-58d2581f03d4,817288ba-1ef2-4fde-8abe-12e44080f7ac,high,Convencion de nombres no respetada,Fear threat his rock floor former gas oil down assume business.,sonar.naming-convention,src/Models/SearchModel.cs,166,181,Renombrar siguiendo la convencion PascalCase del proyecto.
d158b3a6-5568-4b4e-adcd-5ed609950aff,817288ba-1ef2-4fde-8abe-12e44080f7ac,medium,Variable declarada pero nunca utilizada,Hour too stock probably his common until decade little recognize walk on.,sonar.unused-variable,src/Controllers/UserController.cs,30,37,Eliminar la variable no utilizada.
a5081ed6-a5ea-4784-b569-1b6e793c71cd,e9cfa1b7-4846-467d-af25-74336b5d466b,medium,Credencial hardcodeada en codigo fuente,Best support democratic window why six him door industry both rather.,semgrep.CWE-798,src/Repositories/NotificationRepository.cs,109,115,Eliminar la credencial del codigo y usar un gestor de secretos.
6108d276-d0b1-432c-b01e-b130c8d6908a,e9cfa1b7-4846-467d-af25-74336b5d466b,medium,Cross-Site Scripting (XSS) en renderizado de input de usuario,Fast car six decade anyone cover weight must her kind dream.,semgrep.CWE-079,src/Views/NotificationView.cshtml,192,206,Sanitizar y escapar el input antes de renderizarlo.
23686c51-e864-4548-af53-61ab00cc2ed5,508ba018-fec1-47d8-8840-e889949fb3dd,high,Credencial expuesta en variable de entorno hardcodeada,Sometimes market trial score throw owner believe him.,gitleaks.aws-access-key,src/Services/AuthService.cs,50,63,Mover la credencial a un Kubernetes Secret.
63e4042e-0c80-4562-bcee-964b51aa7ca3,508ba018-fec1-47d8-8840-e889949fb3dd,medium,Dependencia con vulnerabilidad conocida (paquete desactualizado),Near base right probably dark man imagine agency increase.,trivy.CVE-2024-1234,src/Search.csproj,51,52,Actualizar el paquete a la ultima version parcheada.
1c0cafb8-f2d7-4dc2-b700-4fd60b3259c6,3fa4258f-8289-461c-8a36-775ee4e6547e,high,Complejidad ciclomatica excesiva en metodo,Family performance red mother member decade serious others property threat often leader middle will the.,sonar.complexity-high,src/Services/UserService.cs,99,105,Refactorizar el metodo dividiendolo en funciones mas pequenas.
7778fed2-8d2c-4400-8c7c-d7f3410db13a,c38c9cc6-f45c-4ea2-9af4-19dfcb8d7348,low,Bloque de codigo duplicado detectado,Appear design hard return office force star sound put.,sonar.duplicate-code,src/Helpers/ScanHelper.cs,112,113,Extraer la logica comun a un metodo/clase compartida.
c7db789d-56a1-412c-b51c-d0d3dfda353a,c38c9cc6-f45c-4ea2-9af4-19dfcb8d7348,medium,Convencion de nombres no respetada,Study will campaign billion clear per article discuss community reveal nature policy wide watch account under.,sonar.naming-convention,src/Models/SearchModel.cs,161,162,Renombrar siguiendo la convencion PascalCase del proyecto.
af46b076-c49b-442f-93b7-9740254f4382,e6426425-eee3-488d-9a8e-edbeef848719,high,Metodo demasiado largo (>100 lineas),Present hear pattern detail now be time suddenly.,sonar.long-method,src/Services/AuthService.cs,292,299,Dividir el metodo en unidades mas pequenas y cohesivas.
c1199b82-3c8e-4f46-8643-75f9b17791e0,31c55264-5abb-48e5-a8bf-39e6ff04a184,info,Complejidad ciclomatica excesiva en metodo,Likely set million property return yourself far.,sonar.complexity-high,src/Services/SearchService.cs,235,238,Refactorizar el metodo dividiendolo en funciones mas pequenas.
c54faa76-66e4-42d6-903d-cc789d8c935d,31c55264-5abb-48e5-a8bf-39e6ff04a184,low,Convencion de nombres no respetada,When else seek dog hotel especially lay relationship follow go attorney situation wall.,sonar.naming-convention,src/Models/UserModel.cs,260,268,Renombrar siguiendo la convencion PascalCase del proyecto.
d8b52dc4-d149-46fb-b9fe-5339546134a7,dd7282ed-dab4-41a1-9818-d2d6b5a1ca17,medium,Complejidad ciclomatica excesiva en metodo,Piece continue couple cultural industry call suddenly government.,sonar.complexity-high,src/Services/PaymentService.cs,136,139,Refactorizar el metodo dividiendolo en funciones mas pequenas.
be87aef3-4eac-4e82-88a8-8251be29e918,dd7282ed-dab4-41a1-9818-d2d6b5a1ca17,low,Convencion de nombres no respetada,Doctor yourself main position recent across believe company war sense even.,sonar.naming-convention,src/Models/PaymentModel.cs,140,149,Renombrar siguiendo la convencion PascalCase del proyecto.
c8c75028-173e-4e71-a404-76b44ca8a8e9,4ebacdfc-9d4f-4804-bac6-fc395a20bc9b,high,SQL Injection detectado en parametro de busqueda,Fire necessary head these whatever government respond grow level feel.,semgrep.CWE-089,src/Controllers/NotificationController.cs,142,143,Usar consultas parametrizadas con Entity Framework o Dapper.
318774cc-a252-4b31-acf0-b8b5fb710ddb,4ebacdfc-9d4f-4804-bac6-fc395a20bc9b,low,Cookie de sesion sin flag Secure/HttpOnly,Central happen skill bit style thing strong marriage system condition right election behavior look successful.,zap.insecure-cookie,src/Middleware/ScanMiddleware.cs,83,97,"Configurar las cookies con los flags Secure, HttpOnly y SameSite."
50ea17cf-782d-472c-ae13-30632a28ffc7,8d90616d-e992-4811-a669-e64108e08757,low,Bloque de codigo duplicado detectado,Direction present easy letter open floor live participant likely.,sonar.duplicate-code,src/Helpers/SearchHelper.cs,190,194,Extraer la logica comun a un metodo/clase compartida.
e25e0c33-fbf8-452d-b779-4325e471599d,e109010a-4011-420d-b5e7-c1d8733b58a3,high,Bloque de codigo duplicado detectado,Any mind particular claim price hear stuff each room manage look really actually.,sonar.duplicate-code,src/Helpers/UserHelper.cs,13,19,Extraer la logica comun a un metodo/clase compartida.
b0c09794-ae8e-40fd-9c57-b60bbf6305e1,e109010a-4011-420d-b5e7-c1d8733b58a3,medium,Complejidad ciclomatica excesiva en metodo,What recent sea possible exist black blood each born.,sonar.complexity-high,src/Services/ScanService.cs,180,192,Refactorizar el metodo dividiendolo en funciones mas pequenas.
590c0509-b6ce-4bfe-a0f4-59346b9a0760,baf51a68-5500-4c80-8675-5f5090d1b6e5,high,Metodo demasiado largo (>100 lineas),Into second yeah firm college clearly citizen market interview doctor guy.,sonar.long-method,src/Services/AuthService.cs,198,204,Dividir el metodo en unidades mas pequenas y cohesivas.
716be484-142d-4605-b50a-ed0f8fb95a2f,baf51a68-5500-4c80-8675-5f5090d1b6e5,medium,Complejidad ciclomatica excesiva en metodo,Strategy year focus recent real ability best deep.,sonar.complexity-high,src/Services/UserService.cs,187,200,Refactorizar el metodo dividiendolo en funciones mas pequenas.
7b8d0fbf-07da-4f66-925d-82f44b3fe7fd,cb6f4d51-f1c3-4f90-9554-51f2faeadb46,info,Metodo demasiado largo (>100 lineas),Early music industry customer bed couple happen able book.,sonar.long-method,src/Services/StorageService.cs,110,125,Dividir el metodo en unidades mas pequenas y cohesivas.
e3087b67-0cb9-49b0-a35f-fb52b21b1b11,cb6f4d51-f1c3-4f90-9554-51f2faeadb46,medium,Bloque de codigo duplicado detectado,Wife always visit store student little later unit national course main generation cultural above.,sonar.duplicate-code,src/Helpers/AuthHelper.cs,146,156,Extraer la logica comun a un metodo/clase compartida.
5c27a218-09a3-4924-ae1f-f1276d03e241,a0574496-c9f2-4d93-ba8f-b01ff67c2a46,high,Metodo demasiado largo (>100 lineas),Sure job day trial them somebody staff point receive network paper next part me describe apply.,sonar.long-method,src/Services/NotificationService.cs,295,301,Dividir el metodo en unidades mas pequenas y cohesivas.
d11b17dd-08e7-4e2c-b041-3e4abb827edb,b2a5ef54-596d-491d-aadb-4f01aa805c2f,low,API Key generica expuesta en codigo fuente,Modern car positive boy leg on great whose pressure discussion task adult woman plan other discussion.,gitleaks.generic-api-key,src/Config/UserConfig.cs,63,77,Externalizar la API Key a variables de entorno o un vault.
9ebb525f-bc1b-4127-a2ad-2a5a0146eb8b,b2a5ef54-596d-491d-aadb-4f01aa805c2f,low,Credencial hardcodeada en codigo fuente,Support tax total determine dark be present owner product teach officer.,semgrep.CWE-798,src/Repositories/StorageRepository.cs,272,282,Eliminar la credencial del codigo y usar un gestor de secretos.
58ba47da-b275-457a-ac2a-47fd66c24e9e,8304c480-cada-4ab8-a385-1cdc8e199bca,medium,Metodo demasiado largo (>100 lineas),International simple message head step south figure person page begin whole without rise middle letter cold.,sonar.long-method,src/Services/PaymentService.cs,244,258,Dividir el metodo en unidades mas pequenas y cohesivas.
35a808bc-5a4d-4e6c-8a0c-71d321e66a9c,8304c480-cada-4ab8-a385-1cdc8e199bca,info,Bloque de codigo duplicado detectado,Win full most form next ok able election group near upon consumer project real.,sonar.duplicate-code,src/Helpers/ScanHelper.cs,267,282,Extraer la logica comun a un metodo/clase compartida.
b7e9e1c2-229b-4317-847c-84a22e2b3706,79985404-b72d-4e31-9a1b-1b8b7dcbfb65,high,Cookie de sesion sin flag Secure/HttpOnly,Wonder contain call since hold bit decade federal politics maybe push theory once item yes tonight.,zap.insecure-cookie,src/Middleware/SearchMiddleware.cs,295,307,"Configurar las cookies con los flags Secure, HttpOnly y SameSite."
ed28372e-baef-41c5-b73f-c816f3fa7a21,79985404-b72d-4e31-9a1b-1b8b7dcbfb65,medium,Cross-Site Scripting (XSS) en renderizado de input de usuario,Trial service special method hair agency account serve theory before.,semgrep.CWE-079,src/Views/NotificationView.cshtml,215,222,Sanitizar y escapar el input antes de renderizarlo.
c2fd1063-4cef-4ae7-970a-313bfeab460e,658768af-891c-4611-a610-8fd43a713c8d,info,Variable declarada pero nunca utilizada,Fight college significant news institution suggest represent money table.,sonar.unused-variable,src/Controllers/NotificationController.cs,130,132,Eliminar la variable no utilizada.
3e0732dd-7333-4430-ac53-f57e14ddcd07,658768af-891c-4611-a610-8fd43a713c8d,info,Complejidad ciclomatica excesiva en metodo,Everybody blue responsibility family sister can meeting image factor nature important.,sonar.complexity-high,src/Services/SearchService.cs,180,187,Refactorizar el metodo dividiendolo en funciones mas pequenas.
30454864-1cf3-4792-9fbe-9a8c142d30a5,cd2c5c1d-ccdd-479a-9990-6082184ba63a,medium,Credencial expuesta en variable de entorno hardcodeada,Their to building more turn trial over indeed show about need chance reveal well available.,gitleaks.aws-access-key,src/Services/StorageService.cs,132,143,Mover la credencial a un Kubernetes Secret.
f8c38d75-104b-4a2c-8b8f-7ce141a72c68,baf8b290-81d4-4a6e-9857-c39cffcbe822,critical,Complejidad ciclomatica excesiva en metodo,Stock onto alone woman president suggest if get require deal sound couple issue.,sonar.complexity-high,src/Services/PaymentService.cs,160,163,Refactorizar el metodo dividiendolo en funciones mas pequenas.
548c57eb-730c-4411-b3ab-5cd6020eaa1c,e697ba8a-decf-43cb-8bd1-a7eaa44d4203,medium,Complejidad ciclomatica excesiva en metodo,Relationship name realize itself medical door use necessary paper pick.,sonar.complexity-high,src/Services/ReportService.cs,273,286,Refactorizar el metodo dividiendolo en funciones mas pequenas.
9d4d4c2b-8b13-4833-b86a-1f3f6dfd603b,caa18bdc-5a9a-4815-bad7-6c9b94014b3a,high,Variable declarada pero nunca utilizada,Service great best them value range economy during as player usually care event owner.,sonar.unused-variable,src/Controllers/SearchController.cs,265,271,Eliminar la variable no utilizada.
6251dacf-4285-4ed3-8e96-5feb619352b2,caa18bdc-5a9a-4815-bad7-6c9b94014b3a,medium,Metodo demasiado largo (>100 lineas),Public middle page school stuff fall mention material small baby yard security rule statement energy professional.,sonar.long-method,src/Services/UserService.cs,244,259,Dividir el metodo en unidades mas pequenas y cohesivas.
fa979fb4-4569-4928-be21-4ac2cdc9d736,13b581cd-c9c1-4036-8236-4ca455a05bd8,info,Cookie de sesion sin flag Secure/HttpOnly,Partner huge would finally nearly likely different happen room crime appear bit back what society.,zap.insecure-cookie,src/Middleware/ReportMiddleware.cs,181,195,"Configurar las cookies con los flags Secure, HttpOnly y SameSite."
036cfc38-4883-4da0-a330-5952ea12a26f,13b581cd-c9c1-4036-8236-4ca455a05bd8,info,Cross-Site Scripting (XSS) en renderizado de input de usuario,Above front window pressure shoulder pay end herself affect.,semgrep.CWE-079,src/Views/ScanView.cshtml,119,122,Sanitizar y escapar el input antes de renderizarlo.
f8307bb3-8dfe-444c-b5b4-35409826d0d2,a7c1a147-ad0e-4891-8cda-c1b9b0528d25,low,Bloque de codigo duplicado detectado,Fire in spring fly field air vote industry fact sure.,sonar.duplicate-code,src/Helpers/StorageHelper.cs,142,151,Extraer la logica comun a un metodo/clase compartida.
619ecefd-39b0-4ae4-b1cb-b181dd8bbb95,1c959907-d5f0-4262-9da1-3048547c11d5,high,SQL Injection detectado en parametro de busqueda,Through bit end who event cold choice break nor list executive nice movie assume born.,semgrep.CWE-089,src/Controllers/AuthController.cs,206,221,Usar consultas parametrizadas con Entity Framework o Dapper.
b1994de8-0b26-449a-8b39-d9e74cf44ea1,1c959907-d5f0-4262-9da1-3048547c11d5,low,Credencial expuesta en variable de entorno hardcodeada,Within past drug team allow buy bank general chance realize.,gitleaks.aws-access-key,src/Services/PaymentService.cs,289,298,Mover la credencial a un Kubernetes Secret.
3b8863b8-929b-422b-adfb-cabbf3340f09,b70ce963-277c-4205-8510-a0c2eaf01441,high,Dependencia con vulnerabilidad conocida (paquete desactualizado),Deep argue always cover knowledge coach chance be night public almost night clearly man drop.,trivy.CVE-2024-1234,src/Scan.csproj,292,293,Actualizar el paquete a la ultima version parcheada.
14e1e624-505f-4734-9f51-58fff91ed4cd,d2694b80-aac7-411c-b997-848787ca41d2,low,Variable declarada pero nunca utilizada,Stage operation way strong remember beyond course.,sonar.unused-variable,src/Controllers/ScanController.cs,233,235,Eliminar la variable no utilizada.
32d0fe65-e8f5-46ef-a88d-4f6049e30de9,6401a2dc-37c7-4e81-bdc7-c14bf3b3d25b,medium,API Key generica expuesta en codigo fuente,Free style training music himself group home best race.,gitleaks.generic-api-key,src/Config/StorageConfig.cs,225,227,Externalizar la API Key a variables de entorno o un vault.
3a1b1c38-02e4-49bc-8343-350693cd473c,6401a2dc-37c7-4e81-bdc7-c14bf3b3d25b,medium,SQL Injection detectado en parametro de busqueda,Daughter agreement player cultural economic account allow not heart economic parent seven method statement behind which.,semgrep.CWE-089,src/Controllers/NotificationController.cs,166,174,Usar consultas parametrizadas con Entity Framework o Dapper.
f327da79-d4d4-49be-b9e2-57bfc5d25461,bb1df1e8-9acd-43e2-9a25-d3bd6dc6a67b,critical,Convencion de nombres no respetada,Serve against night fill prove material bag almost media.,sonar.naming-convention,src/Models/SearchModel.cs,138,139,Renombrar siguiendo la convencion PascalCase del proyecto.
dc9f605c-dd1a-488c-8f38-6bc8d28a1186,803aed71-e20c-42a4-8f83-07426c2c7531,critical,Dependencia con vulnerabilidad conocida (paquete desactualizado),Civil federal hundred give five respond nation in list land main.,trivy.CVE-2024-1234,src/Report.csproj,210,220,Actualizar el paquete a la ultima version parcheada.
aeda4f56-d3c6-44b1-a928-a0bbdddcf9a7,803aed71-e20c-42a4-8f83-07426c2c7531,high,SQL Injection detectado en parametro de busqueda,Forget fear money receive school inside determine capital play evening.,semgrep.CWE-089,src/Controllers/PaymentController.cs,169,182,Usar consultas parametrizadas con Entity Framework o Dapper.
f1b191fa-699e-48c2-b0df-d69d244efa30,3cc7828a-a40b-4df3-a7c8-4c8a0b1975d4,critical,Convencion de nombres no respetada,Everything customer worry sense team thousand where brother even my.,sonar.naming-convention,src/Models/SearchModel.cs,233,235,Renombrar siguiendo la convencion PascalCase del proyecto.
690f8e22-4c80-4d2e-a68d-b44ad2545b67,3cc7828a-a40b-4df3-a7c8-4c8a0b1975d4,high,Variable declarada pero nunca utilizada,Region rate environmental behind tonight discuss place impact teach.,sonar.unused-variable,src/Controllers/AuthController.cs,207,207,Eliminar la variable no utilizada.
850cc18e-2668-48e7-99c0-dd8fb477d1f1,2bba8cb7-fbac-4615-84c0-51a817d8865f,high,Complejidad ciclomatica excesiva en metodo,Finally model involve determine should raise control run spring believe some young player even official.,sonar.complexity-high,src/Services/ScanService.cs,213,223,Refactorizar el metodo dividiendolo en funciones mas pequenas.
c897a899-6066-4415-89a4-61a34507dff1,e39e8449-0342-42a9-adff-948eba29a18e,medium,Credencial hardcodeada en codigo fuente,Measure just American rich central media laugh successful hair could upon.,semgrep.CWE-798,src/Repositories/NotificationRepository.cs,234,244,Eliminar la credencial del codigo y usar un gestor de secretos.
4a66d869-7d74-4f4b-8724-8450f71bc7d7,e39e8449-0342-42a9-adff-948eba29a18e,low,Cookie de sesion sin flag Secure/HttpOnly,Campaign growth wall call production fear tell professional identify generation term enjoy those serious human.,zap.insecure-cookie,src/Middleware/UserMiddleware.cs,293,305,"Configurar las cookies con los flags Secure, HttpOnly y SameSite."
a98658ad-a306-4931-bb78-15ae999ef76f,42e7817c-32f4-4f26-b69f-562b60719793,low,Credencial hardcodeada en codigo fuente,Enter middle body determine whole beat sing car purpose community.,semgrep.CWE-798,src/Repositories/StorageRepository.cs,52,66,Eliminar la credencial del codigo y usar un gestor de secretos.
a597aaaa-bb50-4a17-b479-801f1051a28e,42e7817c-32f4-4f26-b69f-562b60719793,low,Cookie de sesion sin flag Secure/HttpOnly,End be avoid have road consumer offer century art be wish attack well.,zap.insecure-cookie,src/Middleware/PaymentMiddleware.cs,210,214,"Configurar las cookies con los flags Secure, HttpOnly y SameSite."
bc88dc90-07fb-4e58-b351-9780e40e5a68,2005323f-cf49-41a6-8315-b3b1a66dc3f2,critical,Variable declarada pero nunca utilizada,Identify future evening believe present young century run lawyer.,sonar.unused-variable,src/Controllers/NotificationController.cs,42,52,Eliminar la variable no utilizada.
c2930fb4-da22-45a6-a6e7-6b919fb85907,6d54a002-4c7d-498a-890d-33da2f0439a3,low,Cookie de sesion sin flag Secure/HttpOnly,Simple game because foot fill girl next process local message.,zap.insecure-cookie,src/Middleware/AuthMiddleware.cs,223,226,"Configurar las cookies con los flags Secure, HttpOnly y SameSite."
